m1,b1,m2,b2,mode,load,tput_m1,tput_m2,total_p90_m1,total_p90_m2,total_p99_m1,total_p99_m2,total_p100_m1,total_p100_m2,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_violation_no,job_mix
mobilenet_v2,4,vgg16,32,mps-uncap,1.0,381.7030014762783,1649.185365820298,17.110300064086914,19.76490020751953,17.876815795898438,19.97690200805664,18.3718204498291,22.139310836791992,"[7.328152656555176, 20.46399116516113]",0,"[59.967875480651855, 190.44158458709745]",0,0,mobilenet_v2-4-vgg16-32
mobilenet_v2,2,vgg16,8,mps-uncap,1.0,444.1439869703164,1396.0584196498944,5.257606506347656,5.814552307128906,5.549108982086181,5.87773323059082,6.215572357177734,8.112430572509766,"[11.06250286102295, 28.213596343994148]",0,"[18.642187118530277, 53.190302848815925]",0,0,mobilenet_v2-2-vgg16-8
mobilenet_v2,32,vgg16,4,mps-uncap,1.0,3505.360543029712,749.6617199554788,9.624242782592772,6.363701820373536,9.853916168212889,7.10871934890747,10.78343391418457,8.086681365966797,"[21.3320255279541, 89.20621871948254]",0,"[9.12332534790039, 28.58603000640869]",0,0,mobilenet_v2-32-vgg16-4
efficientnet_b6,8,inception_v3,16,mps-uncap,1.0,484.9812401725492,1484.8568127501178,17.126083374023438,11.546659469604492,17.385616302490234,11.708736419677734,18.03731918334961,12.190818786621094,"[64.6524429321289, 187.1220111846924]",0,"[24.31881427764893, 91.33017063140876]",0,0,efficientnet_b6-8-inception_v3-16
efficientnet_b6,32,inception_v3,32,mps-uncap,1.0,692.8517232046739,1120.1778342670732,47.38788604736328,32.931518554687514,47.7313756942749,34.34168815612793,47.945261001586914,34.69181060791016,"[353.773832321167, 1243.6289310455325]",0,"[39.029598236083984, 125.16593933105467]",0,0,efficientnet_b6-32-inception_v3-32
efficientnet_b6,4,inception_v3,4,mps-uncap,1.0,359.26461578493524,743.0439829532901,11.405467987060549,5.771875381469727,11.678943634033203,5.961761474609375,12.799501419067385,7.013797760009766,"[72.48008251190186, 192.4673318862915]",0,"[18.36538314819336, 55.87575435638427]",0,0,efficientnet_b6-4-inception_v3-4
efficientnet_b6,32,inception_v3,8,mps-uncap,1.0,808.8764727506983,405.0818625795063,39.76120948791504,24.829626083374023,39.93033409118652,25.353798866271973,41.90826416015625,26.017189025878903,"[353.773832321167, 1243.6289310455325]",0,"[18.77737045288086, 52.09059715271001]",0,0,efficientnet_b6-32-inception_v3-8
efficientnet_b6,8,inception_v3,2,mps-uncap,1.0,611.9936329199006,308.82364692480456,13.332867622375488,7.557010650634766,13.58271598815918,7.883343696594238,14.449596405029297,8.514642715454102,"[64.6524429321289, 187.1220111846924]",0,"[15.114545822143556, 40.23642539978028]",0,0,efficientnet_b6-8-inception_v3-2
efficientnet_b6,2,inception_v3,32,mps-uncap,1.0,144.02193278410874,2752.0111498065617,15.009164810180664,11.79192066192627,15.589189529418944,11.956214904785156,16.251087188720703,14.329910278320312,"[49.16810989379883, 121.783447265625]",0,"[39.029598236083984, 125.16593933105467]",0,0,efficientnet_b6-2-inception_v3-32
efficientnet_b6,16,inception_v3,2,mps-uncap,1.0,756.6844706388816,205.62317333331288,21.338844299316406,12.279510498046877,21.51098728179932,12.99717903137207,22.30238914489746,13.47208023071289,"[59.7454309463501, 131.84561729431152]",0,"[15.114545822143556, 40.23642539978028]",0,0,efficientnet_b6-16-inception_v3-2
densenet201,2,resnet152,16,mps-uncap,1.0,128.82428049576782,1030.784928445168,15.70899486541748,15.625238418579102,15.918262004852297,15.732288360595703,16.773223876953125,16.788482666015625,"[55.79066276550293, 137.5442028045655]",0,"[65.30427932739258, 180.2811622619629]",0,0,densenet201-2-resnet152-16
densenet201,32,resnet152,4,mps-uncap,1.0,983.7202848965336,245.90655899016303,32.820725440979004,18.220233917236328,33.10004472732544,18.732919692993164,34.87253189086914,20.546913146972656,"[140.98715782165527, 507.3609590530398]",0,"[52.88875102996826, 147.14336395263672]",0,0,densenet201-32-resnet152-4
densenet201,16,resnet152,2,mps-uncap,1.0,868.9747343823107,198.9050914107644,18.612265586853027,10.816717147827148,18.81852626800537,11.194500923156737,19.69623565673828,11.661767959594728,"[62.50441074371338, 216.6438102722168]",0,"[53.725600242614746, 128.05020809173587]",0,0,densenet201-16-resnet152-2
densenet201,16,resnet152,4,mps-uncap,1.0,783.3838692181489,345.6867831054559,20.67189216613769,12.335562705993652,20.90808391571045,13.113675117492676,22.592782974243164,13.487577438354492,"[62.50441074371338, 216.6438102722168]",0,"[52.88875102996826, 147.14336395263672]",0,0,densenet201-16-resnet152-4
densenet201,2,resnet152,32,mps-uncap,1.0,85.68788728255919,1175.7828282004868,24.765729904174805,27.363920211791992,25.81324577331543,27.52265214920044,26.386022567749023,28.53012084960937,"[55.79066276550293, 137.5442028045655]",0,"[130.81252574920654, 467.5929307937622]",0,0,densenet201-2-resnet152-32
densenet201,32,resnet152,16,mps-uncap,1.0,765.6296653260426,571.6284680053633,42.94717311859131,31.14800453186035,43.39835643768311,31.851143836975098,44.153690338134766,32.46140480041504,"[140.98715782165527, 507.3609590530398]",0,"[65.30427932739258, 180.2811622619629]",0,0,densenet201-32-resnet152-16
densenet201,16,resnet152,8,mps-uncap,1.0,699.5498877327663,520.70797962333,23.539018630981445,16.271352767944336,23.78028392791748,16.684722900390625,26.18861198425293,17.729759216308594,"[62.50441074371338, 216.6438102722168]",0,"[59.587717056274414, 178.08079719543457]",0,0,densenet201-16-resnet152-8
densenet201,4,resnet152,32,mps-uncap,1.0,141.53585605048949,1132.518910664163,28.824782371521,28.442049026489254,29.40751552581787,28.58910083770752,30.686378479003903,30.76457977294922,"[42.35696792602539, 113.26956748962402]",0,"[130.81252574920654, 467.5929307937622]",0,0,densenet201-4-resnet152-32
densenet201,8,resnet152,2,mps-uncap,1.0,635.7600702983153,248.9118013495811,12.862634658813477,8.40005874633789,13.243856430053704,8.647727966308594,16.276836395263672,10.78510284423828,"[46.94116115570069, 133.82303714752197]",0,"[53.725600242614746, 128.05020809173587]",0,0,densenet201-8-resnet152-2
densenet201,16,resnet152,32,mps-uncap,1.0,394.6751665972628,941.7189946677328,42.55473613739014,34.934020042419434,43.55509042739868,35.33093214035034,44.77310180664063,37.02092170715332,"[62.50441074371338, 216.6438102722168]",0,"[130.81252574920654, 467.5929307937622]",0,0,densenet201-16-resnet152-32
densenet121,8,mobilenet_v3_small,2,mps-uncap,1.0,1147.7173938087644,829.2830252540805,7.008552551269531,2.5167465209960938,7.096419334411621,2.6111602783203125,8.096456527709961,3.124713897705078,"[20.061135292053223, 61.494946479797385]",0,"[9.493708610534668, 30.624675750732408]",0,0,densenet121-8-mobilenet_v3_small-2
densenet121,32,mobilenet_v3_small,16,mps-uncap,1.0,1767.0273332000088,3973.592223084248,18.277525901794437,7.378101348876953,18.42726469039917,7.800354957580566,19.157886505126957,8.21232795715332,"[55.29773235321045, 161.38911247253418]",0,"[7.981538772583008, 24.18406009674073]",0,0,densenet121-32-mobilenet_v3_small-16
densenet121,2,mobilenet_v3_small,32,mps-uncap,1.0,278.3962909049425,10904.79323564899,7.281780242919922,3.030538558959961,7.400856018066407,3.0744075775146484,8.404254913330078,3.82852554321289,"[31.86607360839844, 82.40795135498047]",0,"[8.991241455078125, 24.157381057739254]",0,0,densenet121-2-mobilenet_v3_small-32
densenet121,4,mobilenet_v3_small,16,mps-uncap,1.0,562.8331465942501,6751.935563470121,7.1784257888793945,2.4259090423583984,7.305347919464111,2.489566802978516,8.106470108032227,3.1409263610839844,"[40.970563888549805, 130.66999912261963]",0,"[7.981538772583008, 24.18406009674073]",0,0,densenet121-4-mobilenet_v3_small-16
densenet121,2,mobilenet_v3_small,16,mps-uncap,1.0,284.58031931605706,6619.487524903984,7.0705413818359375,2.434968948364258,7.125151157379151,2.473115921020508,8.089780807495117,3.2753944396972656,"[31.86607360839844, 82.40795135498047]",0,"[7.981538772583008, 24.18406009674073]",0,0,densenet121-2-mobilenet_v3_small-16
densenet121,8,mobilenet_v3_small,16,mps-uncap,1.0,1048.7304328702785,6266.485721305817,7.743310928344727,2.7573108673095703,7.90898323059082,3.055095672607422,8.903741836547852,4.004240036010742,"[20.061135292053223, 61.494946479797385]",0,"[7.981538772583008, 24.18406009674073]",0,0,densenet121-8-mobilenet_v3_small-16
densenet121,2,mobilenet_v3_small,4,mps-uncap,1.0,283.51351822080693,1721.1443463081662,7.099151611328125,2.339601516723633,7.34295129776001,2.453088760375977,8.564233779907227,2.984046936035156,"[31.86607360839844, 82.40795135498047]",0,"[6.962418556213379, 18.46108436584473]",0,0,densenet121-2-mobilenet_v3_small-4
densenet121,16,mobilenet_v3_small,16,mps-uncap,1.0,1442.6419317368366,5193.04982409363,11.301946640014648,4.251003265380859,11.467621326446531,4.708158969879151,13.715982437133787,4.994392395019531,"[34.93523597717285, 91.96534156799316]",0,"[7.981538772583008, 24.18406009674073]",0,0,densenet121-16-mobilenet_v3_small-16
densenet121,32,mobilenet_v3_small,4,mps-uncap,1.0,1944.026357436868,1172.692897274579,16.587328910827637,5.660700798034672,16.70959711074829,7.171730995178223,18.765926361083984,7.44938850402832,"[55.29773235321045, 161.38911247253418]",0,"[6.962418556213379, 18.46108436584473]",0,0,densenet121-32-mobilenet_v3_small-4
densenet121,4,mobilenet_v3_small,2,mps-uncap,1.0,567.7754186636002,855.971457946778,7.085084915161133,2.355337142944336,7.247602939605712,2.458715438842773,8.125066757202148,3.408670425415039,"[40.970563888549805, 130.66999912261963]",0,"[9.493708610534668, 30.624675750732408]",0,0,densenet121-4-mobilenet_v3_small-2
densenet121,16,mobilenet_v3_small,8,mps-uncap,1.0,1567.6662855005156,2783.894785600082,10.323524475097656,3.905582427978517,10.439622402191162,4.30567741394043,12.271404266357422,4.843235015869141,"[34.93523597717285, 91.96534156799316]",0,"[10.103464126586914, 31.44035339355469]",0,0,densenet121-16-mobilenet_v3_small-8
densenet121,16,mobilenet_v3_small,32,mps-uncap,1.0,1282.9530232738982,7697.776345353058,12.614727020263672,5.7482242584228525,12.73822784423828,5.805726051330566,14.800786972045898,6.907463073730469,"[34.93523597717285, 91.96534156799316]",0,"[8.991241455078125, 24.157381057739254]",0,0,densenet121-16-mobilenet_v3_small-32
densenet169,2,vgg19,32,mps-uncap,1.0,40.480877526367415,1454.5194610567569,57.34133720397949,22.346973419189453,59.449303150177,22.649459838867188,60.24670600891113,24.245500564575195,"[32.2953462600708, 93.69852542877194]",0,"[69.72730159759521, 184.2193603515625]",0,0,densenet169-2-vgg19-32
densenet169,32,vgg19,32,mps-uncap,1.0,290.67297347418423,1304.177412879748,116.43304824829102,27.505087852478027,117.3837161064148,28.137128353118896,118.19076538085938,28.49674224853516,"[77.0866870880127, 235.37182807922363]",0,"[69.72730159759521, 184.2193603515625]",0,0,densenet169-32-vgg19-32
densenet169,2,vgg19,2,mps-uncap,1.0,180.71238995762045,778.2214289920632,11.686992645263672,2.7070045471191406,12.223262786865236,2.8136420249938965,13.784408569335938,3.8504600524902335,"[32.2953462600708, 93.69852542877194]",0,"[6.924629211425781, 17.524337768554688]",0,0,densenet169-2-vgg19-2
densenet169,4,vgg19,8,mps-uncap,1.0,147.16762722735314,1179.4525970886868,28.50484848022461,7.118010520935059,29.50739860534668,7.288751602172851,30.658483505249023,8.276939392089844,"[37.70208358764648, 111.1121892929078]",0,"[25.303125381469727, 86.88945770263673]",0,0,densenet169-4-vgg19-8
densenet169,16,vgg19,4,mps-uncap,1.0,626.9431049500686,802.9043441981842,26.50542259216309,6.205177307128905,27.46167659759522,6.776068210601807,28.19752693176269,7.330417633056641,"[72.13079929351807, 169.94497776031494]",0,"[11.4821195602417, 31.886911392211918]",0,0,densenet169-16-vgg19-4
densenet169,8,vgg19,8,mps-uncap,1.0,248.66141437903727,1145.0940793776442,33.281826972961426,7.548379898071289,33.77988576889038,7.822136878967285,35.01248359680176,8.414268493652344,"[37.24122047424317, 112.37168312072754]",0,"[25.303125381469727, 86.88945770263673]",0,0,densenet169-8-vgg19-8
densenet169,4,vgg19,4,mps-uncap,1.0,247.7101061016231,980.3187856644688,17.030954360961914,4.398345947265625,17.838077545166012,4.6100616455078125,18.95904541015625,5.41996955871582,"[37.70208358764648, 111.1121892929078]",0,"[11.4821195602417, 31.886911392211918]",0,0,densenet169-4-vgg19-4
densenet169,16,vgg19,2,mps-uncap,1.0,725.4090502053353,583.3804840839905,22.73850440979004,4.482507705688477,23.14769744873047,5.2273035049438485,24.42145347595215,5.506753921508789,"[72.13079929351807, 169.94497776031494]",0,"[6.924629211425781, 17.524337768554688]",0,0,densenet169-16-vgg19-2
densenet169,16,vgg13,32,mps-uncap,1.0,188.63234500711917,1926.9376306924564,88.82424831390381,18.191170692443848,92.72621393203735,18.51461410522461,93.96815299987792,19.269943237304688,"[72.13079929351807, 169.94497776031494]",0,"[57.21712112426758, 176.62100791931155]",0,0,densenet169-16-vgg13-32
densenet169,16,vgg13,16,mps-uncap,1.0,255.37063136807063,1752.8412767425878,64.10298347473145,10.023832321166992,64.95272159576416,10.640511512756348,65.64855575561523,11.094093322753906,"[72.13079929351807, 169.94497776031494]",0,"[25.80809593200684, 71.98476791381837]",0,0,densenet169-16-vgg13-16
densenet169,8,vgg13,4,mps-uncap,1.0,396.5075085005258,1276.9980378307075,21.28291130065918,3.578042984008789,21.75818681716919,3.9781618118286137,22.568464279174805,4.913330078125,"[37.24122047424317, 112.37168312072754]",0,"[7.332563400268555, 24.69758987426758]",0,0,densenet169-8-vgg13-4
densenet169,16,vgg13,4,mps-uncap,1.0,614.4778333975265,1135.5372972800628,27.03628540039063,4.686594009399414,27.667574882507324,5.561342239379885,28.20730209350586,5.917072296142578,"[72.13079929351807, 169.94497776031494]",0,"[7.332563400268555, 24.69758987426758]",0,0,densenet169-16-vgg13-4
densenet161,2,resnet34,32,mps-uncap,1.0,132.93096904769732,4536.782338613777,16.875696182250977,7.267951965332031,17.444591522216797,7.350530624389648,17.681121826171875,8.268117904663086,"[31.385421752929688, 97.31435775756836]",0,"[23.201465606689453, 60.73904037475586]",0,0,densenet161-2-resnet34-32
densenet161,8,resnet34,32,mps-uncap,1.0,366.7170577687036,3668.583730343423,23.061180114746094,9.671449661254885,23.42472076416016,9.80368137359619,23.68330955505371,10.50710678100586,"[39.22939300537109, 130.18898963928223]",0,"[23.201465606689453, 60.73904037475586]",0,0,densenet161-8-resnet34-32
densenet161,32,resnet34,16,mps-uncap,1.0,793.2579518162531,1707.732990555212,40.99602699279785,13.35740089416504,41.29465579986572,15.011727809906006,43.53761672973633,15.560626983642578,"[150.1929759979248, 402.6620864868164]",0,"[12.609004974365234, 35.66241264343262]",0,0,densenet161-32-resnet34-16
densenet161,16,resnet34,4,mps-uncap,1.0,758.6952763691019,945.6609155896124,21.28911018371582,5.995941162109375,21.39759063720703,6.841082572937011,22.797107696533203,7.713079452514648,"[81.49385452270508, 211.2916231155396]",0,"[6.506919860839844, 19.17881965637207]",0,0,densenet161-16-resnet34-4
densenet161,4,resnet34,16,mps-uncap,1.0,279.94848394375776,3359.140753000908,14.678788185119627,5.1323890686035165,15.074408054351808,5.219221115112305,15.526533126831056,6.360530853271484,"[34.93690490722656, 104.54678535461426]",0,"[12.609004974365234, 35.66241264343262]",0,0,densenet161-4-resnet34-16
densenet161,16,resnet34,2,mps-uncap,1.0,797.0657920899949,545.1828596749427,20.28286457061768,5.754947662353516,20.41921615600586,6.706423759460445,21.11506462097168,7.198572158813477,"[81.49385452270508, 211.2916231155396]",0,"[6.753325462341309, 21.199584007263184]",0,0,densenet161-16-resnet34-2
densenet161,32,resnet34,8,mps-uncap,1.0,864.538946276068,1069.720281709487,37.29593753814697,10.69777011871338,37.5609016418457,12.887682914733707,39.383649826049805,14.45937156677246,"[150.1929759979248, 402.6620864868164]",0,"[8.031487464904785, 22.634100914001465]",0,0,densenet161-32-resnet34-8
densenet161,32,resnet34,2,mps-uncap,1.0,930.0445583569208,377.40174306069207,34.71379280090332,8.073687553405762,34.948272705078125,11.13110065460205,36.38720512390137,12.092828750610352,"[150.1929759979248, 402.6620864868164]",0,"[6.753325462341309, 21.199584007263184]",0,0,densenet161-32-resnet34-2
densenet161,2,resnet34,4,mps-uncap,1.0,204.57039721856992,1727.5259690767482,9.872007369995115,2.4726390838623047,10.047593116760254,2.5484561920166016,10.91289520263672,3.463268280029297,"[31.385421752929688, 97.31435775756836]",0,"[6.506919860839844, 19.17881965637207]",0,0,densenet161-2-resnet34-4
efficientnet_b7,16,vgg16,8,mps-uncap,1.0,240.40366207906115,1024.27899254229,67.86823272705078,9.453058242797852,68.62914562225342,9.915382862091064,70.83368301391602,10.38050651550293,"[131.41703605651855, 542.326378822327]",0,"[18.642187118530277, 53.190302848815925]",0,0,efficientnet_b7-16-vgg16-8
efficientnet_b7,8,vgg16,16,mps-uncap,1.0,108.870014401462,1409.06654299666,76.375412940979,12.091636657714844,77.35700845718384,12.417471408843994,79.46109771728516,14.053821563720703,"[99.68793392181396, 230.86111545562756]",0,"[36.31937503814697, 116.04452133178712]",0,0,efficientnet_b7-8-vgg16-16
efficientnet_b7,16,vgg16,32,mps-uncap,1.0,117.19088627290522,1496.3847202907275,144.11191940307617,23.050975799560547,146.71529054641724,23.57573509216309,147.19820022583008,23.977279663085938,"[131.41703605651855, 542.326378822327]",0,"[59.967875480651855, 190.44158458709745]",0,0,efficientnet_b7-16-vgg16-32
efficientnet_b7,16,vgg16,16,mps-uncap,1.0,168.7088399146481,1295.3317087147843,97.06404209136964,13.94977569580078,98.29069137573242,14.60862159729004,99.01881217956544,14.930248260498049,"[131.41703605651855, 542.326378822327]",0,"[36.31937503814697, 116.04452133178712]",0,0,efficientnet_b7-16-vgg16-16
efficientnet_b7,4,vgg16,4,mps-uncap,1.0,147.3644801673774,1037.8064302063815,28.28631401062012,4.237961769104005,29.19428825378418,4.605672359466554,30.21550178527832,5.243062973022461,"[73.36020469665527, 187.29534149169928]",0,"[9.12332534790039, 28.58603000640869]",0,0,efficientnet_b7-4-vgg16-4
efficientnet_b7,2,vgg16,4,mps-uncap,1.0,86.69512411813747,1135.7174837589955,24.05493259429932,3.794479370117188,24.65927124023438,4.037246704101563,26.322603225708008,5.24139404296875,"[68.09377670288086, 199.70269203186052]",0,"[9.12332534790039, 28.58603000640869]",0,0,efficientnet_b7-2-vgg16-4
efficientnet_b7,16,vgg16,4,mps-uncap,1.0,339.0280713475319,714.8835534533732,48.1264591217041,7.424068450927734,48.69389533996582,8.12126159667969,49.53742027282715,8.96906852722168,"[131.41703605651855, 542.326378822327]",0,"[9.12332534790039, 28.58603000640869]",0,0,efficientnet_b7-16-vgg16-4
